"ID","Symbol","Security","Wikipedia_URL","Intro"
"262","JBHT","J.B. Hunt","https://en.wikipedia.org/wiki/J.B._Hunt","J.B. Hunt Transport Services, Inc. is an American transportation and logistics company based in Lowell, Arkansas. It was founded by Johnnie Bryan Hunt and Johnelle Hunt in Arkansas on August 10, 1961. By 1983, J.B. Hunt had grown into the 80th largest trucking firm in the US, with $623.47 million in revenue. At that time J.B. Hunt operated 550 tractors, 1,049 trailers, and had roughly 1,050 employees. J.B. Hunt primarily operates semi-trailer trucks and provides transportation services throughout the continental US, Canada and Mexico. The company's fleet consists of over 12,000 trucks and 145,000 trailers and containers."
"263","JBL","Jabil","https://en.wikipedia.org/wiki/Jabil","Jabil Inc. is an American multinational manufacturing company involved in the design, engineering, and manufacturing of electronic circuit board assemblies and systems, along with supply chain services, primarily serving original equipment manufacturers. It is headquartered in the Gateway area of St. Petersburg, Florida. It is one of the largest companies in the Tampa Bay area."
"264","JKHY","Jack Henry & Associates","https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates","Jack Henry and Associates, also known as Jack Henry is an American company founded in 1976 and devoted to financial technology and payment processing services, mostly for community banks and credit unions. They assist regional banks and credit unions to control risk, make regulatory filings and add or improve their online banking services. Jack Henry stock trades on the NASDAQ exchange under the symbol JKHY, and is also part of the S&P 400 for mid-size American companies."
"265","J","Jacobs Solutions","https://en.wikipedia.org/wiki/Jacobs_Solutions","Jacobs Solutions Inc. is an American international technical professional services firm based in Dallas. The company provides engineering, technical, professional, and construction services as well as scientific and specialty consulting for a broad range of clients globally, including companies, organizations, and government agencies. Jacobs has consistently ranked No. 1 on both Engineering News-Record (ENR)'s 2018, 2019, 2020, 2021, 2022, and 2023 Top 500 Design Firms and Trenchless Technology’s 2018, 2019, 2020, and 2021 Top 50 Trenchless Engineering Firms. Its worldwide annual revenue were over $14 billion in the 2021 fiscal year, and earnings rose to $477 million."
"266","JNJ","Johnson & Johnson","https://en.wikipedia.org/wiki/Johnson_%26_Johnson","Johnson & Johnson (J&J) is an American multinational pharmaceutical, biotechnology, and medical technologies corporation headquartered in New Brunswick, New Jersey, and publicly traded on the New York Stock Exchange. Its common stock is a component of the Dow Jones Industrial Average, and the company is ranked No. 42 on the 2024 Fortune 500 list of the largest United States corporations. In 2024, the company was ranked 45th in the Forbes Global 2000. Johnson & Johnson has a global workforce of approximately 138,000 employees who are led by the company's current chairman and chief executive officer, Joaquin Duato. Johnson & Johnson is one of the world's most valuable companies and is one of only two U.S.-based companies that has a prime credit rating of AAA."
"267","JCI","Johnson Controls","https://en.wikipedia.org/wiki/Johnson_Controls","Johnson Controls International plc is an American, Irish-domiciled multinational conglomerate headquartered in Cork, Ireland, that produces fire, HVAC, and security equipment for buildings. As of mid-2019, it employed 105,000 people in around 2,000 locations across six continents. In 2017 it was listed as 389th in the Fortune Global 500. It became ineligible for the Fortune 500 in subsequent years since it relocated its headquarters outside the U.S."
"268","JPM","JPMorgan Chase","https://en.wikipedia.org/wiki/JPMorgan_Chase","JPMorgan Chase & Co. is an American multinational banking institution headquartered in New York City and incorporated in Delaware. It is the largest bank in the United States, and the world's largest bank by market capitalization as of 2025. As the largest of the Big Four banks in America, the firm is considered systemically important by the Financial Stability Board. Its size and scale have often led to enhanced regulatory oversight as well as the development of an internal ""Fortress Balance Sheet"". The firm has had its global headquarters on 270 Park Avenue in Midtown Manhattan since 2025."
"269","K","Kellanova","https://en.wikipedia.org/wiki/Kellanova","Kellanova, formerly known as the Kellogg Company, is an American multinational food manufacturing company headquartered in Chicago, Illinois, US. The renaming took effect on October 2, 2023, and the company's North American cereal operations were spun off to form the WK Kellogg Co at the same time. Kellanova produces and markets convenience foods and snack foods, including crackers and toaster pastries, cereal, and markets their products by several well-known brands including Kellogg's, Rice Krispies Treats, Pringles, Eggo, and Cheez-It. Outside North America, Kellanova markets cereals such as Corn Flakes, Rice Krispies, Frosties and Coco Pops."
"270","KVUE","Kenvue","https://en.wikipedia.org/wiki/Kenvue","Kenvue Inc. is an American consumer health company. Formerly the Consumer Healthcare division of Johnson & Johnson, Kenvue owns well-known brands such as Aveeno, Band-Aid, Benadryl, Combantrin, Zyrtec, Johnson's, Listerine, Lactaid, Mylanta, Neutrogena, Trosyd, Calpol, Tylenol, and Visine. Kenvue is incorporated in Delaware and is headquartered in the Skillman section of Montgomery Township, New Jersey, with plans to relocate its global headquarters to Summit, New Jersey."
"271","KDP","Keurig Dr Pepper","https://en.wikipedia.org/wiki/Keurig_Dr_Pepper","Keurig Dr Pepper Inc. is a publicly traded American beverage and coffeemaker conglomerate with headquarters in Burlington, Massachusetts, and Frisco, Texas. Formed in July 2018, with the merger of Keurig Green Mountain and Dr Pepper Snapple Group, Keurig Dr Pepper offers over 125 hot and cold beverages. The company's Canadian business unit subsidiary operates as Keurig Dr Pepper Canada."
"272","KEY","KeyCorp","https://en.wikipedia.org/wiki/KeyCorp","KeyBank is an American regional bank headquartered in Cleveland, Ohio, and the 27th largest bank in the United States. Organized under the publicly traded KeyCorp, KeyBank was formed from the 1994 merger of the Cleveland-based Society Corporation, which operated Society National Bank, and the Albany-headquartered KeyCorp. The company today operates nearly 1,000 branches and over 1,200 ATMs, mostly concentrated in the Midwest and Northeast United States, though also operates in the Pacific Northwest as well as in Alaska, Colorado, Texas and Utah."
"273","KEYS","Keysight Technologies","https://en.wikipedia.org/wiki/Keysight_Technologies","Keysight Technologies, Inc. is an American company that manufactures electronics test and measurement equipment and software. The company was formed as a spin-off of Agilent Technologies, which inherited and rebranded the test and measurement product lines developed and produced, from the late 1960s to the turn of the millennium, by Hewlett-Packard's Test and Measurement division. Its name is a portmanteau of key and insight."
"274","KMB","Kimberly-Clark","https://en.wikipedia.org/wiki/Kimberly-Clark","Kimberly-Clark Corporation is an American multinational consumer goods and personal care corporation that produces mostly paper-based consumer products. The company manufactures sanitary paper products and surgical & medical instruments. Kimberly-Clark brand name products include Kleenex facial tissue, Kotex feminine hygiene products, Cottonelle, Scott and Andrex toilet paper, Wypall utility wipes, KimWipes scientific cleaning wipes and Huggies disposable diapers and baby wipes."
"275","KIM","Kimco Realty","https://en.wikipedia.org/wiki/Kimco_Realty","Kimco Realty Corporation, headquartered in Jericho, New York, is a real estate investment trust that invests in shopping centers."
"276","KMI","Kinder Morgan","https://en.wikipedia.org/wiki/Kinder_Morgan","Kinder Morgan, Inc. is one of the largest energy infrastructure companies in North America. The company specializes in owning and controlling oil and gas pipelines and terminals."
"277","KKR","KKR & Co.","https://en.wikipedia.org/wiki/Kohlberg_Kravis_Roberts","KKR & Co. Inc., also known as Kohlberg Kravis Roberts & Co., is an American global private equity and investment Company As of December 31, 2024, the firm had completed 710 private-equity investments with approximately $790 billion of total enterprise value. Its assets under management (AUM) and fee paying assets under management (FPAUM) were $530 billion and $46e billion, respectively."
"278","KLAC","KLA Corporation","https://en.wikipedia.org/wiki/KLA_Corporation","KLA Corporation is an American company based in Milpitas, California that makes wafer fab equipment. It supplies process control and yield management systems for the semiconductor industry and other related nanoelectronics industries. The company's products and services are intended for all phases of wafer, reticle, integrated circuit (IC) and packaging production, from research and development to final volume manufacturing."
"279","KHC","Kraft Heinz","https://en.wikipedia.org/wiki/Kraft_Heinz","The Kraft Heinz Company (KHC), commonly known as Kraft Heinz, is an American multinational food company formed by the merger of Kraft Foods Group, Inc. and the H.J. Heinz Company co-headquartered in Chicago and Pittsburgh."
"280","KR","Kroger","https://en.wikipedia.org/wiki/Kroger","The Kroger Co., or simply Kroger, is an American retail company that operates supermarkets and multi-department stores throughout the United States."
"281","LHX","L3Harris","https://en.wikipedia.org/wiki/L3Harris","L3Harris Technologies, Inc. is an American technology company, defense contractor, and information technology services provider that produces products for command and control systems, wireless equipment, tactical radios, avionics and electronic systems, night vision equipment, intelligence, surveillance and reconnaissance (C3ISR) systems and products, ocean systems, instrumentation, navigation products, training devices and services, and both terrestrial/spaceborne antennas for use in the government, defense, and commercial sectors."
"282","LH","Labcorp","https://en.wikipedia.org/wiki/Labcorp","Labcorp Holdings Inc., operating under the brand name Labcorp, headquartered in Burlington, North Carolina, provides laboratory services used for diagnosis and healthcare decisions. It operates one of the largest clinical laboratory networks in the world and has operations in over 100 countries; although its operations are primarily in the U.S."
"283","LRCX","Lam Research","https://en.wikipedia.org/wiki/Lam_Research","Lam Research Corporation is an American supplier of wafer-fabrication equipment and related services to the semiconductor industry. Its products are used primarily in front-end wafer processing, which involves the steps that create the active components of semiconductor devices and their wiring (interconnects). The company also builds equipment for back-end wafer-level packaging (WLP) and for related manufacturing markets such as for microelectromechanical systems (MEMS)."
"284","LW","Lamb Weston","https://en.wikipedia.org/wiki/Lamb_Weston","Lamb Weston Holdings, Inc. is an American food processing company that is one of the world's largest producers and processors of frozen french fries, waffle fries, and other frozen potato products. It is headquartered in Eagle, Idaho, a suburb of Boise."
"285","LVS","Las Vegas Sands","https://en.wikipedia.org/wiki/Las_Vegas_Sands","Las Vegas Sands Corp. is an American casino and resort company with corporate headquarters in Las Vegas, Nevada. It was founded by Sheldon G. Adelson and his partners out of the Sands Hotel and Casino on the Las Vegas Strip. The Sands was demolished and redeveloped as The Venetian, opening in 1999. An adjacent resort, The Palazzo, opened in 2007. Both resorts were sold in 2022."
"286","LDOS","Leidos","https://en.wikipedia.org/wiki/Leidos","Leidos Holdings, Inc. is an American defense, aviation, information technology, and biomedical research company headquartered in Reston, Virginia, that provides scientific, engineering, systems integration, and technical services. Founded as Science Applications International Corporation (SAIC), Leidos merged with Lockheed Martin's IT sector, Information Systems & Global Solutions, in August 2016 to create the defense industry’s largest IT services provider. The Leidos-Lockheed Martin merger is one of the biggest transactions thus far in the consolidation of the defense sector. Leidos contracts extensively with the Department of Defense, the Department of Homeland Security, and the Intelligence Community, as well as other U.S. government agencies and select commercial markets."
"287","LEN","Lennar","https://en.wikipedia.org/wiki/Lennar","Lennar Corporation is an American home construction company based in Miami-Dade County, Florida. As of 2025, it is the second-largest home construction company in the United States based on the number of homes sold. Lennar has investments in multifamily and single-family residential rental properties, luxury development, property technology with LenX, and mortgage lending from Lennar Mortgage."
"288","LII","Lennox International","https://en.wikipedia.org/wiki/Lennox_International","Lennox International Inc. is an American provider of climate control products for the heating, ventilation, and air conditioning (HVAC) and refrigeration markets. Based in Richardson, Texas, the company is 9.8% owned by John W. Norris, III, a descendant of DW Norris, who acquired the company in 1904. The company's largest production facilities are in Saltillo, Mexico, Marshalltown, Iowa, and Orangeburg, South Carolina."
"289","LLY","Lilly (Eli)","https://en.wikipedia.org/wiki/Eli_Lilly_and_Company","Eli Lilly and Company, doing business as Lilly, is an American multinational pharmaceutical company headquartered in Indianapolis, Indiana, with offices in 18 countries. Its products are sold in approximately 125 countries. The company was founded in 1876 by Eli Lilly, a pharmaceutical chemist and Union army veteran during the American Civil War for whom the company was later named."
"290","LIN","Linde plc","https://en.wikipedia.org/wiki/Linde_plc","Linde is a global multinational chemical company and the world's largest industrial gas supplier by market share and revenue. Founded by German scientist and engineer Carl von Linde in 1879 in Wiesbaden, Germany, the company is now headquartered in Woking, United Kingdom, and registered in Ireland as Linde plc. Linde plc was formed in 2018 through the merger of Linde AG and Praxair, which was founded in 1907 in the United States as Linde Air Products Company."
"291","LYV","Live Nation Entertainment","https://en.wikipedia.org/wiki/Live_Nation_Entertainment","Live Nation Entertainment, Inc. is an American multinational entertainment company that was founded in 2010 following the merger of Live Nation and Ticketmaster. It continues to operate both brands as subsidiary companies, promoting and managing ticket sales for live entertainment internationally. It also owns and operates entertainment venues and manages the careers of music artists."
"292","LKQ","LKQ Corporation","https://en.wikipedia.org/wiki/LKQ_Corporation","LKQ Corporation is an American provider of alternative and speciality parts to repair and accessorize automobiles and other vehicles. LKQ has operations in North America, Europe and Taiwan. LKQ sells replacement systems, components, equipment and parts to repair and accessorize automobiles, trucks, and recreational and performance vehicles."
"293","LMT","Lockheed Martin","https://en.wikipedia.org/wiki/Lockheed_Martin","The Lockheed Martin Corporation is an American defense and aerospace manufacturer. It is headquartered in North Bethesda, Maryland, United States. The company was formed by the merger of Lockheed Corporation with Martin Marietta on March 15, 1995."
"294","L","Loews Corporation","https://en.wikipedia.org/wiki/Loews_Corporation","Loews Corporation is an American conglomerate headquartered in New York City. The company's majority-stake holdings include CNA Financial Corporation, Boardwalk Pipeline Partners, Loews Hotels and Altium Packaging."
"295","LOW","Lowe's","https://en.wikipedia.org/wiki/Lowe%27s","Lowe's Companies, Inc. is an American retail company specializing in home improvement. Headquartered in Mooresville, North Carolina, the company operates a chain of retail stores in the United States. As of October 28, 2022, Lowe's and its related businesses operated 2,181 home improvement and hardware stores in North America."
"296","LULU","Lululemon Athletica","https://en.wikipedia.org/wiki/Lululemon","Lululemon, commonly styled as lululemon, is a Canadian multinational athletic apparel retailer headquartered in Vancouver, British Columbia, and incorporated in Delaware, United States, as Lululemon Athletica Inc. It was founded in 1998 as a retailer of yoga pants and other yoga wear, and has expanded to also sell athletic wear, lifestyle apparel, accessories, and personal care products. The company has 711 stores and also sells online."
"297","LYB","LyondellBasell","https://en.wikipedia.org/wiki/LyondellBasell","LyondellBasell Industries N.V is an American multinational chemical company, incorporated in the Netherlands with U.S. operations headquartered in Houston, Texas and offices in London, UK. The company is the largest licensor of polyethylene and polypropylene technologies. It also produces ethylene, propylene, polyolefins, and oxyfuels."
"298","MTB","M&T Bank","https://en.wikipedia.org/wiki/M%26T_Bank","M&T Bank Corporation is an American bank holding company headquartered in Buffalo, New York. It operates 950+ branches in 12 states and Washington D.C. across the Eastern United States, from Maine to Virginia. Until May 1998, the bank's holding company was named First Empire State Corporation."
"299","MPC","Marathon Petroleum","https://en.wikipedia.org/wiki/Marathon_Petroleum","Marathon Petroleum Corporation is an American petroleum refining, marketing, and transportation company headquartered in Findlay, Ohio. The company was a wholly owned subsidiary of Marathon Oil until a corporate spin-off in 2011."
"300","MAR","Marriott International","https://en.wikipedia.org/wiki/Marriott_International","Marriott International, Inc. is an American multinational company that operates, franchises, and licenses lodging brands that include hotel, residential, and timeshare properties. Marriott International owns over 37 hotel and timeshare brands with 9,000 locations and 1,597,380 rooms across its network. Marriott International is headquartered in Bethesda, Maryland. The company is the successor to the hospitality division of the Marriott Corporation, founded by J. Willard Marriott (1900–1985) and his wife Alice Marriott (1907–2000)."
"301","MMC","Marsh McLennan","https://en.wikipedia.org/wiki/Marsh_McLennan","Marsh & McLennan Companies, Inc., doing business as Marsh McLennan and Marsh, is a global professional services firm, headquartered in New York City with businesses in insurance brokerage, risk management, reinsurance services, talent management, investment advisory, and management consulting. Its four main operating companies are Marsh, which offers risk management, insurance broking, insurance program management, risk consulting, analytical modeling and alternative risk financing services; Marsh Re, a reinsurance intermediary and advisor; Mercer, which provides consulting to employers for health insurance, retirement plans, and pension plans; and Oliver Wyman; 14% of 2024 revenues, including Lippincott and NERA Economic Consulting, which provides consulting services. In 2024, Risk and Insurance Services contributed a total of 63% of revenues and 71% of operating profit, while Consulting contributed 37% of revenues and 29% of operating profit."
"302","MLM","Martin Marietta Materials","https://en.wikipedia.org/wiki/Martin_Marietta_Materials","Martin Marietta Materials, Inc. is an American company and a supplier of aggregates and heavy building materials, with operations spanning 26 states, Canada and the Caribbean. In particular, Martin Marietta Materials supplies resources for the construction of roads, sidewalks and foundations."
"303","MAS","Masco","https://en.wikipedia.org/wiki/Masco","Masco Corporation is an American manufacturer of products for the home improvement and new home construction markets. Comprising more than 20 companies, the Masco conglomerate operates nearly 60 manufacturing facilities in the United States and over 20 in other parts of the world. Since 1969 it trades on the NYSE. Under the leadership of Richard Manoogian, the company grew exponentially and subsequently joined the Fortune 500 list of largest U.S. corporations."
"304","MA","Mastercard","https://en.wikipedia.org/wiki/Mastercard","Mastercard Inc. is an American multinational payment card services corporation headquartered in Purchase, New York. It offers a range of payment transaction processing and other related-payment services. Throughout the world, its principal business is to process payments between the banks of merchants and the card-issuing banks or credit unions of the purchasers who use the Mastercard-brand debit, credit and prepaid cards to make purchases. Mastercard has been publicly traded since 2006."
"305","MTCH","Match Group","https://en.wikipedia.org/wiki/Match_Group","Match Group, Inc. is an American internet and technology company headquartered in Dallas, Texas. It owns and operates the largest global portfolio of popular online dating services including Tinder, Match.com, Meetic, OkCupid, Hinge, Plenty of Fish, OurTime, and other dating global brands. The company was owned by IAC until July 2020 when Match Group was spun off as a separate, public company. As of 2019, the company had 9.3 million subscribers, of which 4.6 million were in North America. Japan is the company's second largest market, after the United States."
"306","MKC","McCormick & Company","https://en.wikipedia.org/wiki/McCormick_%26_Company","McCormick & Company, Incorporated is an American food company that manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavoring products to retail outlets, food manufacturers, and food service businesses."
"307","MCD","McDonald's","https://en.wikipedia.org/wiki/McDonald%27s","McDonald's Corporation, doing business as McDonald's, is an American multinational fast food restaurant chain. As of 2024, it is the second-largest by number of locations in the world, behind the Chinese chain Mixue Ice Cream & Tea."
"308","MCK","McKesson Corporation","https://en.wikipedia.org/wiki/McKesson_Corporation","McKesson Corporation is an American publicly traded company that distributes pharmaceuticals and provides health information technology, medical supplies, and health management tools. The company delivers a third of all pharmaceutical products used or consumed in North America and employs over 80,000 employees. With $308.9 billion in 2024 revenue, it is the ninth-largest company by revenue in the United States and the nation's largest health care company. The company is headquartered in Irving, Texas. It is a component of the S&P 500 and is listed on the New York Stock Exchange, where it is traded under the ticker symbol ""MCK""."
"309","MDT","Medtronic","https://en.wikipedia.org/wiki/Medtronic","Medtronic plc is an American-Irish medical device company. The company's legal and executive headquarters are in Ireland, while its operational headquarters are in Minneapolis, Minnesota. Medtronic rebased to Ireland following its acquisition of Irish-based Covidien in 2015. While it primarily operates in the United States, it operates in more than 150 countries and employs over 90,000 people. It develops and manufactures healthcare technologies and therapies. It is one of the biggest medical tech companies in the world and is currently the largest medical device company in the world by revenue."
"310","MRK","Merck & Co.","https://en.wikipedia.org/wiki/Merck_%26_Co.","Merck & Co., Inc. is an American multinational pharmaceutical company headquartered in Rahway, New Jersey. The company does business as Merck Sharp & Dohme or MSD outside the United States and Canada. The company is ranked fourth on the list of largest biomedical companies by revenue."
"311","META","Meta Platforms","https://en.wikipedia.org/wiki/Meta_Platforms","Meta Platforms, Inc., doing business as Meta, is an American multinational technology company headquartered in Menlo Park, California. Meta owns and operates several prominent social media platforms and communication services, including Facebook, Instagram, WhatsApp, Messenger and Threads. The company also operates an advertising network for its own sites and third parties; as of 2023, advertising accounted for 97.8 percent of its total revenue. Meta is considered part of the Big Tech group, alongside Nvidia, Microsoft, Apple, Alphabet, and Amazon."
"312","MET","MetLife","https://en.wikipedia.org/wiki/MetLife","MetLife, Inc. is the holding corporation for the Metropolitan Life Insurance Company (MLIC), better known as MetLife, and its affiliates. MetLife is among the largest global providers of insurance, annuities, and employee benefit programs, with around 90 million customers in over 60 countries. The firm was founded on March 24, 1868. MetLife ranked No. 43 in the 2018 Fortune 500 list of the largest United States corporations by total revenue."
"313","MTD","Mettler Toledo","https://en.wikipedia.org/wiki/Mettler_Toledo","Mettler Toledo, stylized in all caps, is a multinational supplier of precision instruments and services. The company focuses on laboratory, industrial, product inspection, and food retailing applications. Its products are used in research, quality control, and manufacturing processes in life sciences, food, chemical, and many other industries. The company's business is geographically diversified, with sales in 2023 derived 41% from North and South America, 27% from Europe, and 32% from Asia and other countries. The company’s global workforce consists of 17,300 employees as of December 31, 2023."
"314","MGM","MGM Resorts","https://en.wikipedia.org/wiki/MGM_Resorts","MGM Resorts International is an American multinational hospitality, sports and entertainment company. It operates resorts in Las Vegas, Massachusetts, Michigan, Mississippi, Maryland, Ohio, New Jersey, Macau, Shanghai, Chengdu, Hangzhou and Sanya, including the Bellagio, Mandalay Bay, MGM Grand and Park MGM."
"315","MCHP","Microchip Technology","https://en.wikipedia.org/wiki/Microchip_Technology","Microchip Technology Incorporated is an American publicly traded semiconductor corporation that manufactures microcontroller, mixed-signal, analog, and Flash-IP integrated circuits."
"316","MU","Micron Technology","https://en.wikipedia.org/wiki/Micron_Technology","Micron Technology, Inc. is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and solid-state drives (SSDs). It is headquartered in Boise, Idaho. Micron's consumer products, including the Ballistix line of consumer and gaming memory modules, are marketed under the Crucial brand. Micron and Intel together created IM Flash Technologies, which produced NAND flash memory. It owned Lexar between 2006 and 2017. Micron is the only U.S.-based manufacturer of memory."
"317","MSFT","Microsoft","https://en.wikipedia.org/wiki/Microsoft","Microsoft Corporation is an American multinational technology conglomerate headquartered in Redmond, Washington. Founded in 1975, the company became influential in the rise of personal computers through software like Windows, and has since expanded to Internet services, cloud computing, video gaming and other fields. It is the largest software maker, one of the most valuable public companies, and one of the most valuable brands globally. Microsoft is considered part of the Big Tech group, alongside Nvidia, Apple, Alphabet, Amazon, and Meta."
"318","MAA","Mid-America Apartment Communities","https://en.wikipedia.org/wiki/Mid-America_Apartment_Communities","Mid-America Apartment Communities, Inc. (MAA) is a publicly traded real estate investment trust based in Memphis, Tennessee that invests in apartments in the Southeastern United States and the Southwestern United States."
"319","MRNA","Moderna","https://en.wikipedia.org/wiki/Moderna","Moderna, Inc. is an American pharmaceutical and biotechnology company based in Cambridge, Massachusetts, that focuses on RNA therapeutics, primarily mRNA vaccines. These vaccines use a copy of a molecule called messenger RNA (mRNA) to carry instructions for proteins to produce an immune response. The company's name is derived from the terms ""modified"", ""RNA"", and ""modern""."
"320","MHK","Mohawk Industries","https://en.wikipedia.org/wiki/Mohawk_Industries","Mohawk Industries is an American flooring manufacturer based in Calhoun, Georgia. Mohawk produces floor covering products for residential and commercial applications in North America and residential applications in Europe. The company manufacturing portfolio consists of soft flooring products, hard flooring products, laminate flooring, sheet vinyl and luxury vinyl tile, natural stone and quartz countertops. In Europe, the company also produces and sells insulation, panels and mezzanine flooring. The company employs 43,000 people in operations in Australia, Brazil, Canada, Europe, Malaysia, Mexico, New Zealand, Russia and the United States. A Fortune 500 company, Mohawk is the world's largest flooring manufacturer."
"321","MOH","Molina Healthcare","https://en.wikipedia.org/wiki/Molina_Healthcare","Molina Healthcare, Inc. is a managed care company headquartered in Long Beach, California, United States. The company provides health insurance to individuals through government programs such as Medicaid and Medicare."
"322","TAP","Molson Coors Beverage Company","https://en.wikipedia.org/wiki/Molson_Coors","Molson Coors Beverage Company is a Canadian-American multinational drink and brewing company headquartered in Chicago, Illinois and Montreal, Quebec."
"323","MDLZ","Mondelez International","https://en.wikipedia.org/wiki/Mondelez_International","Mondelēz International, Inc. is an American multinational confectionery, food, holding, beverage and snack food company based in Chicago. Mondelez has an annual revenue of about $26.5 billion and operates in approximately 160 countries. It ranked No. 108 in the 2021 Fortune 500 list of the largest United States corporations by total revenue."
"324","MPWR","Monolithic Power Systems","https://en.wikipedia.org/wiki/Monolithic_Power_Systems","Monolithic Power Systems, Inc. is an American, publicly traded company headquartered in Kirkland, Washington. It operates in more than 15 locations worldwide."
"325","MNST","Monster Beverage","https://en.wikipedia.org/wiki/Monster_Beverage","Monster Beverage Corporation is an American beverage company that manufactures energy drinks including Monster Energy, Relentless, Reign and Burn. The company was originally founded as Hansen's in 1935 in Southern California, originally selling juice products. The company renamed itself as Monster Beverage in 2012."
"326","MCO","Moody's Corporation","https://en.wikipedia.org/wiki/Moody%27s_Corporation","Moody's Corporation is an American business and financial services company. It is the holding company for Moody's Ratings, an American credit rating agency, and Moody's, an American provider of financial analysis software and services."
"327","MS","Morgan Stanley","https://en.wikipedia.org/wiki/Morgan_Stanley","Morgan Stanley is an American multinational investment bank and financial services company headquartered at 1585 Broadway in Midtown Manhattan, New York City. With offices in 42 countries and more than 80,000 employees, the firm's clients include corporations, governments, institutions, and individuals. Morgan Stanley ranked No. 61 in the 2023 Fortune 500 list of the largest United States corporations by total revenue and in the same year ranked No. 30 in the Forbes Global 2000."
"328","MOS","Mosaic Company (The)","https://en.wikipedia.org/wiki/The_Mosaic_Company","The Mosaic Company is an American chemical company based in Tampa, Florida, which mines phosphate, potash, and collects urea for fertilizer, through various international distribution networks, and Mosaic Fertilizantes. It is the largest U.S. producer of potash and phosphate fertilizer."
"329","MSI","Motorola Solutions","https://en.wikipedia.org/wiki/Motorola_Solutions","Motorola Solutions, Inc. is an American technology company that provides safety and security products and services. Headquartered in Chicago, Illinois, the company provides critical communications, video security, and command center technologies, used by public safety agencies and enterprises."
"330","MSCI","MSCI Inc.","https://en.wikipedia.org/wiki/MSCI","MSCI Inc. is an American finance company headquartered in New York City. MSCI is a global provider of equity, fixed income, real estate indices, multi-asset portfolio analysis tools, ESG and climate finance products. It operates the MSCI World, MSCI Emerging Markets, and MSCI All Country World (ACWI) indices, among others."
"331","NDAQ","Nasdaq, Inc.","https://en.wikipedia.org/wiki/Nasdaq,_Inc.","Nasdaq, Inc. is an American multinational financial services corporation that owns and operates three stock exchanges in the United States: the namesake Nasdaq stock exchange, the Philadelphia Stock Exchange, and the Boston Stock Exchange, and seven European stock exchanges: Nasdaq Copenhagen, Nasdaq Helsinki, Nasdaq Iceland, Nasdaq Riga, Nasdaq Stockholm, Nasdaq Tallinn, and Nasdaq Vilnius. It is headquartered in New York City, and its president and chief executive officer is Adena Friedman."
"332","NTAP","NetApp","https://en.wikipedia.org/wiki/NetApp","NetApp, Inc. is an American data infrastructure company that provides unified data storage, integrated data services, and cloud operations (CloudOps) solutions to enterprise customers. The company is based in San Jose, California. It has ranked in the Fortune 500 from 2012 to 2021. Founded in 1992 with an initial public offering in 1995, NetApp offers cloud data services for management of applications and data both online and physically."
"333","NFLX","Netflix","https://en.wikipedia.org/wiki/Netflix,_Inc.","Netflix, Inc. is an American media company founded on August 29, 1997 by Reed Hastings and Marc Randolph in Scotts Valley, California, and currently based in Los Gatos, California, with production offices and stages at the Los Angeles-based Hollywood studios and the Albuquerque Studios. It owns and operates an eponymous over-the-top subscription video on-demand service, which showcases acquired and original programming as well as third-party content licensed from other production companies and distributors. Netflix is also the first streaming media company to be a member of the Motion Picture Association."
"334","NEM","Newmont","https://en.wikipedia.org/wiki/Newmont","Newmont Corporation is an American gold mining company based in Greenwood Village, Colorado. 
It is the world's largest gold mining corporation. Incorporated in 1921, it holds ownership of gold mines in the United States, Canada, Mexico, the Dominican Republic, Australia, Ghana, Argentina, Peru, and Suriname. In addition to gold, Newmont mines copper, silver, zinc and lead."
"335","NWSA","News Corp (Class A)","https://en.wikipedia.org/wiki/News_Corp","The second and current incarnation of News Corporation, doing business as News Corp, is an American mass media and publishing company headquartered at 1211 Avenue of the Americas in Midtown Manhattan, New York City. The company was formed on June 28, 2013, as a spin-off of the first News Corporation, whose legal successor was 21st Century Fox, which held its media and entertainment assets. Operating across digital real estate information, news media, book publishing, and cable television, News Corp's notable assets include: Dow Jones & Company, which is the publisher of The Wall Street Journal; News UK, publisher of The Sun and The Times; News Corp Australia; REA Group, operator of realestate.com.au and realtor.com; and book publisher HarperCollins."
"336","NWS","News Corp (Class B)","https://en.wikipedia.org/wiki/News_Corp","The second and current incarnation of News Corporation, doing business as News Corp, is an American mass media and publishing company headquartered at 1211 Avenue of the Americas in Midtown Manhattan, New York City. The company was formed on June 28, 2013, as a spin-off of the first News Corporation, whose legal successor was 21st Century Fox, which held its media and entertainment assets. Operating across digital real estate information, news media, book publishing, and cable television, News Corp's notable assets include: Dow Jones & Company, which is the publisher of The Wall Street Journal; News UK, publisher of The Sun and The Times; News Corp Australia; REA Group, operator of realestate.com.au and realtor.com; and book publisher HarperCollins."
